tns_name,repeater_name,ra,dec,gl,gb,exp_up,exp_low,bonsai_snr,bonsai_dm,snr_fitb,dm_fitb,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,is_repeater,is_pcc_candidate,catalog
FRB20190411C,-9999,9.33,20.5,118.46,-42.25,14.8,-9999.0,32.2,234.5,50.0,233.66,194.8,203.3,0.00295,0.0011,3.19,9.3,0,0.001023,24.3,-26.1,800.2,473.1,636.5,382564.093,372085,0.402,0,0,2021
FRB20190411C,-9999,9.33,20.5,118.46,-42.25,14.8,-9999.0,32.2,234.5,50.0,233.66,194.8,203.3,0.00295,0.0011,3.19,9.3,1,0.00089,11.7,-12.5,800.2,416.6,640.1,382564.093,372085,0.402,0,0,2021
FRB20190412A,-9999,243.45,61.87,93.6,41.95,31.0,-9999.0,42.0,363.9,44.3,364.7329,327.2,334.0,0.00295,0.0014,1.77,6.9,0,0.001243,7.11,-6.25,800.2,400.2,706.8,369121.223,366618,0.411,0,0,2021
FRB20190412B,-9999,285.65,19.25,51.37,6.28,12.5,-9999.0,12.7,375.3,16.8,375.75,110.9,110.1,0.04227,0.0155,0.68,12.8,0,0.0068,-4.0,-2.7,625.5,400.2,400.2,1693557.981,1696313,0.455,0,0,2021
FRB20190414A,-9999,181.44,38.9,159.07,74.85,14.7,-9999.0,13.5,812.0,14.6,811.981,791.8,793.5,0.00492,0.0024,0.44,1.74,0,0.00195,-3.4,-0.7,728.1,400.2,400.2,380946.536,382426,0.386,0,0,2021
FRB20190414B,-9999,246.9,57.53,87.34,41.7,22.0,-9999.0,13.6,511.1,13.7,506.489,468.7,475.8,0.0118,0.0058,0.49,3.8,0,0.00457,-2.2,-1.1,800.2,400.2,400.2,563966.412,561786,0.398,0,0,2021
FRB20190415A,-9999,182.38,71.28,127.71,45.46,36.0,20.0,12.1,632.4,13.0,633.681,596.7,604.7,0.00688,0.0031,0.57,3.7,0,0.00248,1.9,-5.2,800.2,400.2,481.7,376589.403,374522,0.398,0,0,2021
FRB20190415B,-9999,8.86,54.85,120.61,-7.95,3.6,-9999.0,29.6,711.7,50.8,722.993,567.6,553.4,0.03539,0.01861,0.85,22.3,0,0.00361,5.94,-11.49,800.2,400.2,518.3,1946413.492,1933433,0.379,0,0,2021
FRB20190415C,-9999,74.81,34.8,169.59,-4.78,12.8,-9999.0,9.2,648.6,7.9,650.182,481.7,413.8,0.00492,0.00087,0.46,0.77,0,0.00055,13.4,-32.0,648.9,400.2,495.3,366350.708,367834,0.409,0,0,2021
FRB20190416A,-9999,144.99,33.3,192.33,48.53,11.4,-9999.0,14.6,2287.1,14.8,2287.265,2248.1,2260.7,0.00688,0.0017,0.6,2.8,0,0.00072,2.9,-9.6,760.2,400.2,465.6,346482.564,344121,0.447,0,0,2021
FRB20190416B,-9999,172.19,35.95,181.14,70.36,8.2,-9999.0,19.7,574.2,29.1,575.36,554.8,563.5,0.0059,0.000491,0.69,1.47,0,0.00079,-3.6,-23.5,511.9,400.2,400.2,369775.473,372089,0.402,0,0,2021
FRB20190417B,-9999,174.87,64.72,134.95,50.7,27.0,-9999.0,14.9,1151.7,17.1,1161.2,1126.2,1135.1,0.0462,0.0283,0.46,9.9,0,0.0019,4.0,-6.5,800.2,400.2,545.5,2304982.657,2304009,0.431,0,0,2021
FRB20190417A,FRB20190417A,294.85,59.4,91.49,17.36,22.0,-9999.0,13.4,1378.1,26.2,1380.08,1301.9,1299.2,0.01769,0.0033,0.49,5.8,0,0.00299,88.7,-133.0,637.6,489.9,558.9,741118.222,735673,0.409,1,0,2021
FRB20190417C,-9999,45.68,71.26,133.15,11.04,41.0,34.2,52.2,318.6,95.1,320.23188,198.2,146.8,0.00098,0.00043,7.9,10.8,0,0.0004132,24.78,-32.41,765.8,449.3,586.6,210019.972,190298,0.389,0,0,2021
FRB20190418A,-9999,65.79,16.04,179.3,-22.93,12.9,-9999.0,20.4,182.8,26.7,184.5069,114.4,98.9,0.00197,0.00078,0.99,2.2,0,0.000706,-4.8,-3.7,579.7,400.2,400.2,369722.928,370266,0.405,0,0,2021
FRB20190419A,-9999,104.98,64.88,150.91,25.27,22.0,-9999.0,10.6,438.3,10.8,439.972,377.7,376.3,0.00393,0.0024,0.41,0.77,0,0.00185,1.0,-29.0,538.6,400.2,407.1,376163.964,370266,0.405,0,0,2021
FRB20190419B,-9999,255.27,86.74,119.64,28.6,200.0,150.0,24.6,166.6,36.2,165.0752,112.8,117.0,0.00197,0.000246,4.6,7.9,0,0.000656,5.65,-14.3,728.4,400.2,487.6,358384.993,353241,0.433,0,0,2021
FRB20190420B,-9999,94.73,70.12,144.33,22.71,18.0,-9999.0,28.0,844.3,35.5,846.8432,779.4,774.5,0.00688,0.00392,2.2,15.1,0,0.0003,2.89,-8.1,800.2,400.2,478.4,601047.156,599177,0.358,0,0,2021
FRB20190420A,-9999,106.55,55.96,160.7,24.2,22.0,-9999.0,15.9,609.8,25.4,609.0998,543.4,538.7,0.00197,0.00264,0.88,3.11,0,0.00077,11.5,-6.1,800.2,528.7,800.2,589335.16,587321,0.371,0,0,2021
FRB20190420C,-9999,248.1,37.25,59.83,42.84,14.4,-9999.0,10.7,627.6,13.2,629.954,594.2,600.4,0.01376,0.008,0.44,4.13,0,0.00195,-0.5,-6.4,700.0,400.2,400.2,954183.995,949993,0.39,0,0,2021
FRB20190421A,FRB20190303A,208.03,48.24,97.75,65.81,18.0,-9999.0,12.3,226.4,23.2,223.641,193.8,201.8,0.03047,0.0038,0.38,5.3,0,0.00314,63.0,-68.0,761.0,527.2,633.4,777716.309,775797,0.377,1,0,2021
FRB20190421A,FRB20190303A,208.03,48.24,97.75,65.81,18.0,-9999.0,12.3,226.4,23.2,223.641,193.8,201.8,0.03047,0.0038,0.38,5.3,1,0.00346,50.2,-66.0,705.4,485.6,585.3,777716.309,775797,0.377,1,0,2021
FRB20190421B,-9999,82.49,62.31,149.75,15.06,34.1,-9999.0,78.9,393.1,79.6,392.2475,295.8,269.3,0.00295,0.0012,5.1,16.4,0,0.001123,-0.13,-0.8,800.2,400.2,400.2,389278.261,378170,0.393,0,0,2021
FRB20190422B,-9999,158.27,45.67,169.59,56.95,14.6,-9999.0,11.1,975.4,10.1,977.386,943.3,955.7,0.01376,0.0042,0.22,1.57,0,0.00324,-7.2,7.6,800.2,400.2,400.2,568672.763,569082,0.391,0,0,2021
FRB20190422A,-9999,48.56,35.15,153.27,-19.17,15.3,-9999.0,18.3,452.9,29.1,452.302,372.8,367.0,0.02949,0.0027,0.6,9.1,0,0.00322,42.0,-46.9,781.4,501.7,626.1,750783.346,746608,0.4,0,0,2021
FRB20190422A,-9999,48.56,35.15,153.27,-19.17,15.3,-9999.0,18.3,452.9,29.1,452.302,372.8,367.0,0.02949,0.0027,0.6,9.1,1,0.00231,54.2,-63.7,740.5,506.3,612.3,750783.346,746608,0.4,0,0,2021
FRB20190422A,-9999,48.56,35.15,153.27,-19.17,15.3,-9999.0,18.3,452.9,29.1,452.302,372.8,367.0,0.02949,0.0027,0.6,9.1,2,0.002,24.0,-32.0,763.7,444.8,582.8,750783.346,746608,0.4,0,0,2021
FRB20190423A,-9999,179.68,55.25,138.14,60.29,24.0,-9999.0,39.0,244.2,458.5,242.64562,211.0,220.2,0.0059,0.0005385,10.8,55.4,0,0.0004139,11.19,-30.52,632.6,400.2,480.7,606950.905,520740,0.442,0,0,2021
FRB20190423A,-9999,179.68,55.25,138.14,60.29,24.0,-9999.0,39.0,244.2,458.5,242.64562,211.0,220.2,0.0059,0.0005385,10.8,55.4,1,0.002366,-3.66,-5.59,593.0,400.2,400.2,606950.905,520740,0.442,0,0,2021
FRB20190423B,-9999,298.58,26.19,63.18,-0.87,12.7,-9999.0,15.9,585.5,26.6,584.949,102.3,160.8,0.00983,0.003,0.87,7.0,0,0.00249,62.4,-106.0,623.1,463.8,537.6,962826.153,962149,0.382,0,0,2021
FRB20190423B,-9999,298.58,26.19,63.18,-0.87,12.7,-9999.0,15.9,585.5,26.6,584.949,102.3,160.8,0.00983,0.003,0.87,7.0,1,0.0085,63.0,-116.0,604.1,455.6,524.6,962826.153,962149,0.382,0,0,2021
FRB20190423C,-9999,349.08,86.97,121.59,24.35,230.0,230.0,14.8,855.7,20.4,855.5273,795.1,795.4,0.00786,0.00248,1.23,4.37,0,0.00016,1.9,-12.3,668.0,400.2,433.0,361824.303,360537,0.421,0,0,2021
FRB20190423D,-9999,29.69,84.8,124.56,22.14,143.0,140.0,23.9,498.2,29.1,496.455,430.3,426.7,0.00885,0.007,1.71,18.0,0,0.0019,10.3,-14.8,800.2,400.2,565.9,899689.783,898313,0.423,0,0,2021
FRB20190424A,-9999,168.3,63.78,139.55,50.06,23.0,-9999.0,18.1,758.6,21.4,758.672,723.2,732.4,0.00098,0.00075,1.13,1.99,0,0.000666,4.9,-12.4,751.2,400.2,487.9,366308.371,365402,0.413,0,0,2021
FRB20190425A,-9999,255.72,21.52,42.06,33.02,16.9,-9999.0,57.6,127.8,229.9,128.15774,79.4,89.3,0.00098,0.00038,18.6,31.6,0,0.0003799,8.26,-10.56,800.2,400.2,591.8,279123.089,185434,0.404,0,0,2021
FRB20190425B,-9999,210.12,88.6,122.46,28.46,420.0,440.0,18.2,1030.3,21.6,1031.7236,979.0,982.9,0.00197,0.0013,1.25,3.1,0,0.001108,22.4,-65.6,572.6,400.2,474.8,342929.758,342906,0.449,0,0,2021
FRB20190426A,-9999,115.04,59.12,158.01,29.19,24.0,-9999.0,23.9,341.3,37.1,340.6624,284.8,286.7,0.00197,0.00043,1.59,2.01,0,0.000398,27.0,-71.7,577.8,403.7,483.0,195167.362,193642,0.378,0,0,2021
FRB20190427A,-9999,78.93,7.77,194.4,-17.22,13.4,-9999.0,25.2,454.5,27.5,455.7828,370.8,330.1,0.00197,0.00065,3.9,9.5,0,0.000339,-2.62,3.3,800.2,400.2,400.2,322702.449,320409,0.485,0,0,2021
FRB20190428A,-9999,170.73,23.33,218.78,69.65,16.1,-9999.0,33.0,968.9,45.7,969.4001,942.4,949.4,0.00393,0.00363,2.22,7.4,0,0.000374,54.0,-48.8,800.2,560.1,696.0,509717.601,505241,0.459,0,0,2021
FRB20190429A,-9999,281.09,59.42,89.11,23.99,23.0,-9999.0,9.7,470.7,11.2,470.884,413.3,417.5,0.00295,0.0016,0.8,1.83,0,0.00125,3.7,-4.6,800.2,400.2,603.0,362119.515,360538,0.421,0,0,2021
FRB20190429B,-9999,329.93,3.96,63.07,-38.21,11.0,-9999.0,10.2,297.6,18.2,295.65,253.5,263.1,0.01671,0.0078,0.74,5.0,0,0.00638,99.0,-910.0,444.1,401.7,422.4,672175.136,672442,0.46,0,0,2021
FRB20190430B,-9999,237.72,62.27,95.69,44.2,24.0,-9999.0,10.0,2617.1,12.6,2619.399,2583.0,2590.0,0.02556,0.0086,0.38,1.52,0,0.0033,0.0,-2.4,800.2,400.2,403.8,477016.66,477881,0.488,0,0,2021
FRB20190430A,-9999,77.7,87.01,125.94,25.83,220.0,213.0,11.1,349.4,14.8,339.25,281.4,282.8,0.01966,0.00323,0.75,7.7,0,0.00338,4.7,-29.1,574.6,400.2,433.8,629710.43,629881,0.494,0,0,2021
FRB20190501B,-9999,261.45,54.36,82.03,34.05,20.0,-9999.0,24.3,784.5,29.8,784.068,740.5,747.6,0.0059,0.0011,0.88,3.2,0,0.000932,-0.03,-6.8,714.8,400.2,400.2,347549.483,347765,0.441,0,0,2021
FRB20190501B,-9999,261.45,54.36,82.03,34.05,20.0,-9999.0,24.3,784.5,29.8,784.068,740.5,747.6,0.0059,0.0011,0.88,3.2,1,0.00084,-1.2,-1.0,800.2,400.2,400.2,347549.483,347765,0.441,0,0,2021
FRB20190502A,-9999,165.01,59.95,145.3,52.07,31.7,-9999.0,67.5,626.0,75.8,625.7691,590.8,600.6,0.00393,0.000995,3.18,11.5,0,0.000849,-4.64,3.76,800.2,400.2,400.2,372435.239,367225,0.41,0,0,2021
FRB20190502B,-9999,212.04,64.44,109.99,50.72,23.1,-9999.0,59.7,917.1,66.5,918.6143,884.8,892.3,0.00492,0.000609,2.58,10.1,0,0.001201,1.74,-3.99,800.2,400.2,498.1,369335.964,359929,0.422,0,0,2021
FRB20190502C,-9999,155.6,82.97,127.98,32.63,98.0,63.0,23.8,396.3,28.5,396.835,349.4,355.2,0.00197,0.00032,3.6,8.3,0,0.000527,9.0,-26.8,634.3,400.2,473.2,332112.854,332569,0.466,0,0,2021
FRB20190515A,-9999,310.15,55.46,92.32,8.29,23.0,-9999.0,20.9,452.9,39.3,450.503,293.1,225.9,0.04719,0.0383,0.55,16.8,0,0.00177,4.87,-9.5,800.2,400.2,517.1,3254355.579,3245177,0.389,0,0,2021
FRB20190515B,-9999,0.83,3.41,100.26,-57.33,12.2,-9999.0,23.4,820.1,31.1,822.1887,789.7,798.4,0.00492,0.00188,2.8,11.3,0,0.00038,0.77,-9.3,685.6,400.2,417.0,356989.674,354457,0.431,0,0,2021
FRB20190515C,FRB20190213A,31.72,20.08,146.06,-39.38,12.1,-9999.0,10.1,653.5,20.9,652.39,609.3,617.9,0.01278,0.0061,0.48,5.5,0,0.00494,35.2,-62.0,644.4,438.4,531.5,545427.258,543546,0.418,1,0,2021
FRB20190515D,-9999,67.13,-5.01,199.88,-33.89,12.5,-9999.0,13.0,425.4,35.5,426.0611,378.3,367.0,0.00492,0.00149,3.0,8.8,0,0.00042,30.6,-54.3,651.5,431.6,530.2,266492.296,265081,0.574,0,0,2021
FRB20190516B,-9999,167.34,7.37,247.46,58.76,11.5,-9999.0,15.3,1235.8,19.4,1235.416,1202.1,1212.2,0.01376,0.00372,1.13,9.9,0,0.00149,1.1,-12.2,647.1,400.2,419.4,507054.52,504329,0.46,0,0,2021
FRB20190517D,-9999,339.95,41.84,98.2,-14.62,13.7,-9999.0,9.4,1184.0,12.0,1180.148,1086.8,1097.3,0.01475,0.0063,0.45,5.8,0,0.0023,0.1,-3.6,800.2,400.2,406.8,958800.078,959113,0.384,0,0,2021
FRB20190517B,FRB20180814A,65.54,73.63,136.46,16.58,41.0,43.5,9.6,187.6,14.0,191.72,103.9,83.4,0.01769,0.0078,0.48,4.2,0,0.0058,32.4,-105.0,541.1,402.6,466.7,811829.534,803770,0.354,1,0,2021
FRB20190517C,-9999,87.5,26.62,182.48,-0.37,13.7,-9999.0,25.0,334.8,58.3,335.5746,147.6,43.1,0.00197,0.000149,3.1,8.7,0,0.000377,8.48,-50.2,539.4,400.2,435.5,188812.917,183305,0.411,0,0,2021
FRB20190518B,-9999,175.11,20.28,232.01,72.39,12.1,-9999.0,12.8,913.9,16.7,913.7722,887.7,893.6,0.00098,0.00071,1.53,2.1,0,0.00061,0.4,-1.1,800.2,400.2,478.4,379580.436,379994,0.39,0,0,2021
FRB20190518C,-9999,242.01,4.64,16.3,38.1,14.8,-9999.0,34.5,444.8,46.4,444.0795,402.4,408.2,0.00295,0.000288,6.7,14.8,0,0.000635,6.39,-15.1,730.2,400.2,494.3,351087.684,349593,0.438,0,0,2021
FRB20190518D,-9999,174.72,89.31,123.17,27.78,1190.0,960.0,14.9,202.2,19.3,202.4551,148.5,151.8,0.00197,0.000387,1.36,3.0,0,0.00026,5.4,-15.6,698.5,400.2,475.6,353943.657,352633,0.434,0,0,2021
FRB20190518A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,9.3,351.0,10.6,349.607,150.7,24.8,0.00492,0.0027,0.33,1.45,0,0.00207,5.1,-28.0,582.6,400.2,437.9,366430.605,364794,0.414,1,0,2021
FRB20190518E,FRB20180916B,29.5031258,65.7167542,129.68,3.72,46.06,-9999.0,16.0,351.0,22.0,350.1451,151.1,25.1,0.0059,0.0022,0.79,3.81,0,0.00196,7.2,-2.6,800.2,494.7,800.2,364485.661,363578,0.416,1,0,2021
FRB20190518G,-9999,94.79,75.52,138.68,24.22,48.0,27.0,20.2,525.7,33.6,524.9464,461.9,460.2,0.00098,0.00072,0.99,1.76,0,0.000666,19.8,-75.3,543.6,400.2,456.4,370435.485,370266,0.405,0,0,2021
FRB20190519D,-9999,164.57,42.99,170.84,62.15,12.4,-9999.0,18.6,538.6,25.3,539.771,509.3,521.1,0.00197,0.002,0.36,0.81,0,0.00183,-1.46,-1.9,800.2,400.2,400.2,436660.794,434106,0.303,0,0,2021
FRB20190519E,-9999,168.28,41.65,170.75,65.2,15.8,-9999.0,17.0,693.9,30.3,693.8297,666.3,677.3,0.00098,0.00045,1.0,1.46,0,0.000414,2.0,4.1,800.2,551.0,800.2,218437.16,217050,0.303,0,0,2021
FRB20190519F,-9999,165.63,77.23,130.34,38.29,52.0,58.0,20.2,799.0,41.0,797.766,755.7,763.2,0.00688,0.00136,0.75,4.0,0,0.00136,21.7,-86.4,534.4,400.2,453.9,419609.602,418297,0.328,0,0,2021
FRB20190519G,-9999,306.68,72.34,105.86,18.99,42.0,32.0,28.3,433.5,40.9,430.094,356.6,350.9,0.01868,0.0111,1.11,22.0,0,0.00306,1.74,-5.34,800.2,400.2,471.1,1313484.654,1308713,0.399,0,0,2021
FRB20190519H,-9999,342.99,87.37,121.49,24.84,269.0,210.0,39.7,1169.5,57.7,1170.8729,1111.5,1112.4,0.00295,0.000309,3.2,6.6,0,0.000255,2.33,-14.0,652.9,400.2,435.0,360357.459,358105,0.425,0,0,2021
FRB20190519A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,11.9,346.1,43.4,348.7128,149.8,23.9,0.00885,0.00036,1.18,3.9,0,0.000269,96.6,-183.0,583.2,466.0,521.3,348292.269,347156,0.442,1,0,2021
FRB20190519A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,11.9,346.1,43.4,348.7128,149.8,23.9,0.00885,0.00036,1.18,3.9,1,0.00128,78.9,-215.0,532.9,433.4,480.6,348292.269,347156,0.442,1,0,2021
FRB20190519B,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,21.7,349.4,44.8,349.28,150.3,24.4,0.03244,0.0022,0.97,12.4,0,0.00203,53.5,-53.0,800.2,537.9,662.5,755972.269,749035,0.398,1,0,2021
FRB20190519B,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,21.7,349.4,44.8,349.28,150.3,24.4,0.03244,0.0022,0.97,12.4,1,0.00151,24.3,-33.0,748.5,442.7,575.6,755972.269,749035,0.398,1,0,2021
FRB20190519B,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,21.7,349.4,44.8,349.28,150.3,24.4,0.03244,0.0022,0.97,12.4,2,0.00606,41.5,-83.0,607.7,435.3,514.3,755972.269,749035,0.398,1,0,2021
FRB20190519B,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,21.7,349.4,44.8,349.28,150.3,24.4,0.03244,0.0022,0.97,12.4,3,0.00219,37.9,-113.0,545.5,410.2,473.1,755972.269,749035,0.398,1,0,2021
FRB20190519C,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,16.4,346.1,27.1,349.064,150.1,24.2,0.0118,0.0032,0.64,4.0,0,0.00288,27.1,-68.6,585.5,405.8,487.5,357659.801,358106,0.425,1,0,2021
FRB20190519J,-9999,296.21,86.93,119.6,26.38,204.0,225.0,9.5,642.1,18.6,642.759,586.7,589.1,0.00197,0.000501,0.63,1.7,0,0.00046,24.3,-259.0,461.0,400.2,419.5,345465.697,344729,0.446,0,0,2021
FRB20190520A,-9999,273.52,26.32,53.3,19.37,14.7,-9999.0,21.8,431.9,28.7,432.5063,352.8,367.3,0.00197,0.00071,1.08,2.4,0,0.000649,11.4,-54.3,546.0,400.2,444.4,374488.098,373914,0.399,0,0,2021
FRB20190527A,-9999,12.45,7.99,122.23,-54.88,9.2,-9999.0,14.8,582.3,32.8,584.58,550.9,559.9,0.05702,0.00508,0.47,10.1,0,0.00267,47.0,-122.0,556.1,422.4,484.7,1340704.245,1346100,0.279,0,0,2021
FRB20190527A,-9999,12.45,7.99,122.23,-54.88,9.2,-9999.0,14.8,582.3,32.8,584.58,550.9,559.9,0.05702,0.00508,0.47,10.1,1,0.00247,30.7,-133.0,512.2,400.2,449.1,1340704.245,1346100,0.279,0,0,2021
FRB20190527B,FRB20181128A,73.92,63.22,146.73,12.3,13.0,-9999.0,9.4,449.7,10.0,449.819,337.4,297.9,0.00885,0.0033,0.36,2.04,0,0.00212,11.8,-12.7,800.2,416.2,637.0,369868.919,371482,0.403,1,0,2021
FRB20190527C,-9999,100.22,57.0,158.61,21.11,26.3,-9999.0,48.7,535.4,80.2,535.4368,461.6,451.3,0.00688,0.00381,3.0,20.0,0,0.000491,0.65,-3.97,800.2,400.2,434.3,576333.68,563609,0.396,0,0,2021
FRB20190529A,-9999,68.06,40.32,161.89,-5.29,14.9,-9999.0,10.6,703.6,8.3,704.45,539.0,482.8,0.00393,0.0015,0.47,1.45,0,0.00104,24.2,-97.0,528.9,400.2,453.4,365286.229,367226,0.41,0,0,2021
FRB20190530A,-9999,68.74,60.59,147.22,8.75,25.0,-9999.0,11.5,554.8,14.9,555.445,416.2,353.1,0.00197,0.0013,0.58,1.69,0,0.00102,17.7,-91.0,517.3,400.2,441.1,338724.627,340474,0.453,0,0,2021
FRB20190531C,-9999,331.14,43.0,93.31,-10.07,15.0,-9999.0,9.7,477.2,12.2,478.202,345.8,359.4,0.00295,0.0019,0.37,1.2,0,0.00145,18.3,-74.0,540.6,400.2,453.0,402787.989,403706,0.352,0,0,2021
FRB20190531E,-9999,15.2,0.54,127.96,-62.24,11.1,-9999.0,9.5,328.4,14.2,328.2034,296.2,305.6,0.00098,0.00056,2.7,5.3,0,0.000465,1.1,4.6,800.2,527.0,800.2,176993.797,174794,0.438,0,0,2021
FRB20190601A,-9999,190.11,62.72,125.09,54.36,25.0,-9999.0,15.1,2228.9,16.4,2227.891,2194.9,2203.1,0.0059,0.0021,0.73,2.7,0,0.00172,7.3,-7.8,800.2,400.2,638.9,340448.38,339866,0.454,0,0,2021
FRB20190601B,-9999,17.88,23.82,128.83,-38.82,9.6,-9999.0,29.3,789.3,62.7,787.795,745.9,754.7,0.02458,0.00567,1.0,13.0,0,0.00404,9.7,-68.6,515.9,400.2,429.5,890218.259,883113,0.433,0,0,2021
FRB20190601D,-9999,85.86,79.35,134.05,23.58,64.0,56.0,10.6,669.6,11.5,668.47,604.6,602.3,0.01081,0.0061,0.63,5.7,0,0.00467,-2.9,0.3,800.2,400.2,400.2,509979.242,509802,0.454,0,0,2021
FRB20190601C,-9999,88.52,28.47,181.35,1.35,10.9,-9999.0,25.1,423.8,47.9,424.0656,237.7,137.3,0.0059,0.000119,1.32,5.8,0,0.000684,35.3,-68.8,620.8,430.6,517.0,351448.028,346548,0.443,0,0,2021
FRB20190601C,-9999,88.52,28.47,181.35,1.35,10.9,-9999.0,25.1,423.8,47.9,424.0656,237.7,137.3,0.0059,0.000119,1.32,5.8,1,0.00051,36.1,-79.5,595.4,423.6,502.2,351448.028,346548,0.443,0,0,2021
FRB20190603B,-9999,48.87,74.28,132.39,14.12,45.0,31.0,11.8,503.0,12.7,504.317,404.0,372.3,0.00393,0.0019,1.7,6.2,0,0.00154,-0.2,-6.8,706.1,400.2,400.2,315485.799,316154,0.492,0,0,2021
FRB20190603A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,9.3,347.8,10.5,349.581,150.6,24.7,0.00393,0.0022,0.57,0.76,0,0.00171,17.3,-15.9,800.2,472.2,691.2,348169.416,345946,0.444,1,0,2021
FRB20190604D,-9999,199.93,15.73,334.31,76.85,12.3,-9999.0,15.2,1020.6,15.0,1021.169,996.4,1000.8,0.00295,0.0019,0.82,2.48,0,0.00163,6.3,-7.1,800.2,400.2,622.6,335648.824,335002,0.462,0,0,2021
FRB20190604A,FRB20190604A,218.78,53.28,93.76,57.58,22.0,-9999.0,33.8,553.2,70.0,552.485,520.9,528.7,0.00983,0.00183,0.92,7.8,0,0.00184,29.1,-182.4,484.9,400.2,433.4,515810.945,515273,0.448,1,0,2021
FRB20190604E,-9999,235.59,32.06,51.08,52.76,11.4,-9999.0,16.8,1218.0,19.7,1218.5965,1192.6,1193.4,0.00197,0.0011,1.16,2.26,0,0.000962,-1.2,-2.5,800.2,400.2,400.2,342204.039,341690,0.451,0,0,2021
FRB20190604F,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,42.2,352.6,98.8,348.7248,149.8,23.9,0.00786,0.002,3.37,21.0,0,0.000854,59.2,-58.5,800.2,544.3,663.7,531144.116,522559,0.44,1,0,2021
FRB20190604F,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,42.2,352.6,98.8,348.7248,149.8,23.9,0.00786,0.002,3.37,21.0,1,0.00087,66.6,-79.2,722.8,513.9,609.5,531144.116,522559,0.44,1,0,2021
FRB20190604F,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,42.2,352.6,98.8,348.7248,149.8,23.9,0.00786,0.002,3.37,21.0,2,0.00112,66.0,-107.0,629.9,469.7,544.0,531144.116,522559,0.44,1,0,2021
FRB20190604C,-9999,77.39,49.3,159.19,5.52,22.2,-9999.0,45.1,504.7,61.6,515.636,351.7,270.9,0.02064,0.011,1.56,26.2,0,0.00541,2.56,-10.59,719.8,400.2,451.6,1036440.336,1045753,0.58,0,0,2021
FRB20190604G,-9999,120.81,59.5,157.7,32.15,27.0,-9999.0,21.1,231.3,24.8,233.0453,181.6,186.5,0.00492,0.000311,1.15,4.49,0,0.00119,-2.52,-0.5,800.2,400.2,400.2,351006.664,352025,0.435,0,0,2021
FRB20190605C,-9999,168.32,-5.19,262.97,49.91,3.7,-9999.0,25.4,186.0,47.5,187.6421,149.8,160.7,0.00098,0.00052,4.6,4.4,0,0.000495,9.9,-40.5,573.9,400.2,452.2,158225.607,156250,0.498,0,0,2021
FRB20190605D,-9999,26.72,28.62,137.4,-32.69,11.4,-9999.0,10.9,1653.1,17.4,1656.5332,1607.7,1615.9,0.00393,0.0012,0.82,2.16,0,0.001069,48.3,-50.8,796.6,520.4,643.9,341204.478,341082,0.452,0,0,2021
FRB20190605A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,23.0,352.6,55.5,349.816,150.9,25.0,0.00786,0.00076,1.39,7.5,0,0.00213,56.7,-116.4,587.7,443.5,510.6,344883.523,343513,0.448,1,0,2021
FRB20190605B,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,25.5,349.4,87.8,348.711,149.8,23.9,0.02556,0.00172,1.81,24.9,0,0.002,12.1,-70.4,522.7,400.2,436.2,702534.557,688239,0.447,1,0,2021
FRB20190605B,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,25.5,349.4,87.8,348.711,149.8,23.9,0.02556,0.00172,1.81,24.9,1,0.00125,19.6,-80.2,535.7,400.2,452.2,702534.557,688239,0.447,1,0,2021
FRB20190605B,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,25.5,349.4,87.8,348.711,149.8,23.9,0.02556,0.00172,1.81,24.9,2,0.00074,49.5,-179.0,514.9,410.3,459.7,702534.557,688239,0.447,1,0,2021
FRB20190606A,FRB20190604A,218.78,53.28,93.76,57.58,22.0,-9999.0,10.7,551.6,18.3,552.592,521.0,528.8,0.00393,0.0017,0.48,1.87,0,0.00133,41.8,-62.5,677.3,461.3,559.0,402624.308,401882,0.354,1,0,2021
