tns_name,repeater_name,ra,dec,gl,gb,exp_up,exp_low,bonsai_snr,bonsai_dm,snr_fitb,dm_fitb,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,is_repeater,is_pcc_candidate,catalog,redshift,fre_width,fre_width_ob,in_duration,energy,luminosity,T_B,log_dm_fitb,log_bonsai_dm,log_dm_exc_ne2001,log_dm_exc_ymw16,log_bc_width,log_scat_time,log_flux,log_fluence,log_width_fitb,log_high_freq,log_low_freq,log_peak_freq,log_fre_width,log_redshift,log_in_duration,log_energy,log_luminosity,log_T_B
FRB20190213B,FRB20190212A,276.14,81.43,113.3,27.8,64.0,109.0,9.5,302.5,23.2,301.3128,248.5,252.5,0.00295,0.00068,0.92,4.2,0,0.00074,58.0,-62.0,775.6,526.8,639.2,649199.645,647508,0.307,1,0,2021,0.18835974890416624,295.66390552735663,248.80000000000007,0.6227070554033688,2.4400196485906954e+39,6.351551061825792e+41,2.1572700525017135e+34,2.479017581229587,2.4807253789884878,2.395326393069351,2.40226138245468,-2.530177984021837,-3.167491087293764,-0.036212172654444715,0.6232492903979004,-3.1307682802690238,2.8896378004066676,2.721645766289746,2.805636766305935,2.4707983093516397,-0.7250118971718067,-0.20571621360188247,39.387393323568304,41.80287979384882,34.33390451458338
FRB20190213B,FRB20190212A,276.14,81.43,113.3,27.8,64.0,109.0,9.5,302.5,23.2,301.3128,248.5,252.5,0.00295,0.00068,0.92,4.2,1,0.00028,68.0,-136.0,585.9,451.5,514.3,649199.645,647508,0.307,1,0,2021,0.18835974890416624,159.7155502527199,134.39999999999998,0.23561888582830168,1.9632385877193278e+39,5.1104548045948134e+41,3.332306947317885e+34,2.479017581229587,2.4807253789884878,2.395326393069351,2.40226138245468,-2.530177984021837,-3.167491087293764,-0.036212172654444715,0.6232492903979004,-3.552841968657781,2.767823498007517,2.6546577546495245,2.71121652432109,2.203347202050665,-0.7250118971718067,-0.6277899019906394,39.292973081583455,41.708459551863974,34.52274499855307
FRB20190213D,-9999,336.45,52.71,101.8,-4.08,22.3,-9999.0,18.7,1344.1,25.0,1346.8476,1112.3,1097.9,0.00197,0.0007,1.0,2.2,0,0.000626,26.2,-25.3,800.2,496.6,671.4,419030.878,417690,0.329,0,0,2021,1.1646912072082491,657.2002505084245,303.6,0.2891867430862517,5.499320798107194e+40,5.411059716945497e+43,1.952256581788275e+36,3.1293184567300356,3.1284315810932464,3.0462219372216364,3.040562785081312,-2.705533773838407,-3.154901959985743,0.0,0.3424226808222063,-3.2034256667895704,2.903198547042978,2.6960067152185454,2.826981336911994,2.8176977203053335,0.06621079679402901,-0.538821619871461,40.74030905461261,43.7332823268723,36.290536895672794
FRB20190214A,-9999,96.09,66.24,148.5,22.03,29.0,-9999.0,11.4,498.2,16.7,497.68,427.9,421.2,0.02359,0.017,0.46,8.8,0,0.0145,0.1,0.0,800.2,400.2,800.2,1547720.87,1536410,0.295,0,0,2021,0.39803761460826104,559.2150458433046,400.00000000000006,10.37168088217926,3.006279039396693e+40,2.1969658425671416e+42,5.0556838765212606e+32,2.6969501883346134,2.6974037232004875,2.6313422864839326,2.624488362513449,-1.6272720591144045,-1.7695510786217261,-0.3372421683184259,0.9444826721501687,-1.8386319977650252,2.903198547042978,2.6022770843001926,2.903198547042978,2.747578847714052,-0.40007588509989517,1.0158491458488854,40.47802928884101,42.341823304758506,32.70377991041384
FRB20190214C,-9999,218.87,19.36,20.45,64.93,13.4,-9999.0,15.5,533.8,24.4,533.112,511.0,510.9,0.00688,0.00108,1.02,5.2,0,0.00168,4.9,-16.7,671.7,400.2,463.1,436517.402,434105,0.303,0,0,2021,0.49199730726899665,405.0772689235327,271.50000000000006,1.1260073941253488,1.5920160568137154e+40,4.659210275563405e+42,6.093545204539866e+34,2.726818458317739,2.727378569451489,2.708420900134713,2.7083359026822635,-2.162411561764489,-2.96657624451305,0.00860017176191757,0.7160033436347992,-2.774690718274137,2.8271753482986925,2.6022770843001926,2.665674780993893,2.607537873255034,-0.3080372741460872,0.05154124239569501,40.201947443646894,42.66831231110418,34.78487003726286
FRB20190215B,-9999,335.04,45.34,97.0,-9.78,20.0,-9999.0,44.5,273.4,61.9,274.6295,138.4,148.5,0.00197,0.00092,2.2,5.6,0,0.000864,-1.27,-2.09,800.2,400.2,400.2,449923.001,444442,0.286,0,0,2021,0.05076479890753949,420.30591956301583,400.00000000000006,0.8222582264825437,1.4020115968178259e+38,5.78751027484269e+40,2.0311852749752516e+34,2.4387471862113412,2.4367985102318035,2.141136090120739,2.171726453653231,-2.705533773838407,-3.036212172654445,0.3424226808222063,0.7481880270062004,-3.063486257521107,2.903198547042978,2.6022770843001926,2.6022770843001926,2.6235655066255874,-1.2944373298288823,-0.08499177281873176,38.14675160593674,40.76249177505038,34.30774953947054
FRB20190216A,FRB20181017A,256.33,68.28,99.15,34.8,33.0,-9999.0,22.6,1268.1,77.3,1282.37,1239.5,1245.4,0.12288,0.0234,0.91,47.0,0,0.02051,20.4,-50.8,605.3,400.2,489.2,4231616.655,4216569,0.289,1,0,2021,1.3106146608993314,473.9070669504528,205.09999999999997,8.876425977500356,1.0725521804392123e+42,4.79832310927484e+43,1.0776238607496573e+33,3.1080133494998194,3.103153502548681,3.09324653110384,3.0953088613853814,-0.9105187973125632,-1.630784142589857,-0.040958607678906384,1.6720978579357175,-1.6880343396316337,2.781970673912552,2.6022770843001926,2.689486448364248,2.6756931849912386,0.11747502178589653,0.9482381357454939,42.030418430111354,43.6810894891196,33.03246719897067
FRB20190217A,-9999,94.88,43.11,170.78,12.79,16.7,-9999.0,15.4,797.4,20.7,798.1092,687.4,650.5,0.00786,0.00315,0.29,1.19,0,0.00086,3.4,-6.4,800.2,400.2,521.5,667833.483,670313,0.282,0,0,2021,0.6887509661085554,675.5003864434223,400.00000000000006,0.5092521142899633,8.160991442992937e+39,3.3586099439410197e+42,2.0821543163070613e+34,2.9020623170560604,2.9016762313263755,2.8372095278012064,2.813247300897605,-2.104577453960592,-2.5016894462103996,-0.5376020021010439,0.07554696139253074,-3.065501548756432,2.903198547042978,2.6022770843001926,2.7172543127625497,2.82962560181134,-0.1619377789563905,-0.29306715923980986,39.91174292248736,42.526159569477166,34.31851291356888
FRB20190217B,-9999,22.58,26.95,133.54,-35.12,13.2,-9999.0,10.8,847.6,16.7,846.212,800.4,809.2,0.02654,0.0079,0.54,6.0,0,0.00066,-3.3,0.9,800.2,400.2,400.2,992471.916,991033,0.363,0,0,2021,0.8143041207326129,725.7216482930453,400.00000000000006,0.36377583694926136,4.424359424806939e+40,7.224420182426463e+42,8.090713175542424e+33,2.9274791797010553,2.928190948038757,2.903307079964174,2.908055874098767,-1.5760990814715832,-2.1023729087095586,-0.26760624017703144,0.7781512503836436,-3.1804560644581312,2.903198547042978,2.6022770843001926,2.6022770843001926,2.8607700782889056,-0.08921336748285107,-0.43916615141907467,40.64585040081692,42.85880299721718,33.907986805240384
FRB20190218A,-9999,184.05,56.42,132.7,60.04,21.0,-9999.0,13.7,1282.7,16.6,1285.129,1253.7,1262.4,0.00295,0.0017,0.54,1.65,0,0.00141,1.7,-4.5,800.2,400.2,483.6,448461.437,448698,0.279,0,0,2021,1.3270435841815675,930.8174336726272,400.00000000000006,0.6059190337407898,3.811066617395249e+40,2.902424112293945e+43,1.1624664627933459e+36,3.108946723913426,3.1081250947385994,3.0981936258632885,3.101196985865345,-2.530177984021837,-2.769551078621726,-0.26760624017703144,0.21748394421390627,-2.85078088734462,2.903198547042978,2.6022770843001926,2.6844862921887342,2.9688645087755403,0.1228851866615092,-0.2175854047921981,40.58104654030045,43.46276087335709,36.06538043232854
FRB20190218B,-9999,268.7,17.93,43.24,20.34,12.3,-9999.0,11.1,549.9,19.8,547.868,466.3,482.5,0.01769,0.0141,0.57,5.9,0,0.00205,46.2,-60.0,715.2,483.4,588.0,1779049.703,1775353,0.287,0,0,2021,0.4416157619522844,334.1665336205396,231.80000000000007,1.422015528759079,1.8356403401553438e+40,2.5565833680622647e+42,2.557112163984057e+33,2.7386759348036183,2.7402837196818792,2.668665415454492,2.6834973176798114,-1.7522721670902768,-1.85078088734462,-0.24412514432750865,0.7708520116421442,-2.688246138944246,2.854427505787861,2.6843066460716316,2.7693773260761385,2.5239629536612047,-0.3549554343577989,0.15290433902212677,40.263787593212186,42.40765995927616,33.40774977813622
FRB20190218C,-9999,156.96,77.95,131.7,36.62,55.0,53.0,67.5,318.6,155.5,319.32387,275.6,282.8,0.00098,0.0001113,19.0,31.0,0,0.000206,3.08,-16.09,643.0,400.2,440.4,212632.236,191513,0.385,0,0,2021,0.22091933242686157,296.439213913242,242.8,0.16872531585729503,1.724172682473899e+40,1.2902077241618907e+43,1.1816954673272397e+37,2.5042313840008057,2.503245771465113,2.440279213235588,2.4514794051248616,-3.0087739243075053,-3.9535048356652918,1.2787536009528289,1.4913616938342726,-3.6861327796308467,2.808210972924222,2.6022770843001926,2.643847310299714,2.471935652949897,-0.6557662777956732,-0.7728197501775238,40.236580759916706,43.11065963758194,37.07250556969269
FRB20190219A,-9999,105.78,43.13,173.87,20.17,19.3,-9999.0,23.0,655.1,29.8,657.1942,578.4,562.1,0.00393,0.0017,0.305,0.96,0,0.001592,-2.69,-0.2,800.2,400.2,400.2,440703.501,439578,0.294,0,0,2021,0.5674523134961965,626.9809253984787,400.00000000000006,1.015660882498588,3.4045110609008854e+39,1.6954215263681323e+42,1.0022913610237234e+35,2.817693721958535,2.8163075994319398,2.7622282842864743,2.7498135852929377,-2.4056074496245734,-2.769551078621726,-0.5157001606532142,-0.017728766960431602,-2.79805693659835,2.903198547042978,2.6022770843001926,2.6022770843001926,2.7972543285178046,-0.24607062903463242,0.006748726211808063,39.53205474949407,42.22927769299113,35.00099398709141
FRB20190219B,-9999,246.3,57.92,87.96,41.91,26.0,-9999.0,29.1,1675.7,42.8,1681.11,1643.4,1650.5,0.01081,0.0164,1.1,14.4,0,0.00242,6.44,-7.6,800.2,400.2,612.2,1891389.949,1885097,0.327,0,0,2021,1.7905791229098995,1116.23164916396,400.00000000000006,0.8672035063017762,7.326733720415966e+41,1.5618342482808367e+44,1.9148564514337943e+35,3.2255961315418094,3.22419626966024,3.215743282637605,3.21761552866633,-1.9661743060466896,-1.785156151952302,0.04139268515822508,1.1583624920952498,-2.616184634019569,2.903198547042978,2.6022770843001926,2.7868933252613157,3.0477543321587834,0.2529935165704486,-0.061878974850389803,41.86491040801841,44.19363494191221,35.28213622233237
FRB20190219C,-9999,349.67,49.21,107.74,-10.91,16.0,-9999.0,9.1,805.5,12.4,806.688,682.6,684.6,0.00492,0.0026,0.4,1.96,0,0.00208,8.2,-9.6,800.2,400.2,613.5,408739.579,407962,0.345,0,0,2021,0.6834186263288327,673.3674505315331,400.00000000000006,1.2355809585735809,1.5565781172381833e+40,5.347699175295149e+42,5.213482486003636e+34,2.9067055965827993,2.906065544755237,2.8341662839426203,2.8354368948018585,-2.30803489723264,-2.5850266520291822,-0.3979400086720376,0.292256071356476,-2.6819366650372385,2.903198547042978,2.6022770843001926,2.787814567063023,2.8282521194827273,-0.16531318883606563,0.09187120680799671,40.19217092073597,42.72816696886222,34.717127918925215
FRB20190220A,-9999,237.21,74.16,108.97,37.76,42.0,27.0,10.3,215.1,17.6,216.12,175.2,181.7,0.00197,0.000237,0.34,0.68,0,0.00055,-3.3,-3.3,642.4,400.2,400.2,445643.623,443225,0.288,0,0,2021,0.09788463753370258,265.90765921066276,242.2,0.5009633810302007,6.461638301677205e+37,3.5470667123553843e+40,1.1914502925343054e+34,2.334694958867158,2.3326404103874627,2.243534101832062,2.2593549273080344,-2.705533773838407,-3.625251653989896,-0.46852108295774486,-0.16749108729376366,-3.2596373105057563,2.8078055322706246,2.6022770843001926,2.6022770843001926,2.4247308469405175,-1.009285463026977,-0.3001940186392403,37.8103426441827,40.549869356652195,34.076075928236506
FRB20190221A,-9999,132.6,9.9,217.6,30.89,12.0,-9999.0,13.6,224.8,22.1,223.806,170.9,172.7,0.00295,0.000408,1.23,2.33,0,0.00097,5.1,-23.9,606.5,400.2,444.8,407933.415,404921,0.35,0,0,2021,0.09244586761952918,225.3715824899089,206.3,0.8879158489689359,2.1899933085379144e+38,1.2629667134046346e+41,1.3847794038277528e+34,2.349871725319955,2.3517963068970236,2.232742062720737,2.237292337567459,-2.530177984021837,-3.38933983691012,0.08990511143939793,0.367355921026019,-3.0132282657337552,2.782830805202592,2.6022770843001926,2.6481647785740012,2.352899154186243,-1.0341124972700473,-0.05162819194684657,38.340442787867744,41.101391904494214,34.14138059554435
FRB20190221B,-9999,286.77,27.86,59.62,9.17,11.5,-9999.0,13.7,394.7,15.3,393.124,227.6,240.0,0.00688,0.0049,0.69,5.6,0,0.00394,-0.3,-2.4,800.2,400.2,400.2,665362.285,666666,0.286,0,0,2021,0.16295125386778825,465.18050154711534,400.00000000000006,3.3879321999922145,1.5115189084644043e+39,2.1658888192715163e+41,5.631103421143911e+33,2.5945295580642966,2.5962671263955155,2.3571722577230334,2.380211241711606,-2.162411561764489,-2.309803919971486,-0.16115090926274472,0.7481880270062004,-2.404503778174426,2.903198547042978,2.6022770843001926,2.6022770843001926,2.6676215025999097,-0.787942293402173,0.5299347105536268,39.17941358438872,41.335636159391726,33.75059350368973
FRB20190221C,-9999,316.15,54.67,93.9,5.14,21.0,-9999.0,19.3,2038.0,26.4,2042.3,1821.7,1669.6,0.01475,0.0131,0.59,7.1,0,0.00118,16.2,-16.0,800.2,454.9,664.9,1405823.298,1404473,0.355,0,0,2021,2.0117307075794977,1039.9506133272007,345.30000000000007,0.391801297848557,4.831393789051701e+41,1.2091557254350089e+44,5.758906732671131e+34,3.31011953734681,3.3092041796704077,3.260476858327423,3.2226124360573976,-1.8312079796858183,-1.8827287043442358,-0.22914798835785583,0.8512583487190752,-2.9281179926938745,2.903198547042978,2.657915936829955,2.8227563329513905,3.0170127153865174,0.3035698451515005,-0.4069341297309376,41.68407243666731,44.082482236627435,34.7603400450494
FRB20190221D,-9999,24.81,60.93,128.71,-1.4,24.0,-9999.0,10.0,473.9,13.0,473.7873,284.2,183.3,0.00197,0.00095,0.65,1.13,0,0.000774,0.3,-2.4,800.2,400.2,427.2,442040.925,443834,0.287,0,0,2021,0.23116921188881218,492.46768475552494,400.00000000000006,0.6286706916692296,6.695290348943889e+38,4.74156900219417e+41,1.1676296890211255e+35,2.675583415158713,2.675686708699401,2.4536240735914507,2.2631624649622166,-2.705533773838407,-3.0222763947111524,-0.18708664335714442,0.05307844348341968,-3.1112590393171073,2.903198547042978,2.6022770843001926,2.6306312440205,2.692377737792399,-0.6360700076095032,-0.20157678578154442,38.82576941543465,41.67592207505852,35.06730512915096
FRB20190222B,-9999,160.69,19.62,220.29,59.62,3.3,-9999.0,10.0,498.2,19.9,497.619,464.4,475.4,0.02163,0.00526,0.4,4.4,0,0.00152,-1.8,-10.2,593.5,400.2,400.2,894734.087,891321,0.284,0,0,2021,0.4394666196895207,278.24889758598437,193.3,1.0559466813671925,9.22391084297316e+39,1.2070465237683718e+42,2.565104747569783e+33,2.696896954153871,2.6974037232004875,2.666892211066536,2.6770591773921613,-1.6649434805609085,-2.279014255846261,-0.3979400086720376,0.6434526764861874,-2.8181564120552274,2.77342072329061,2.6022770843001926,2.6022770843001926,2.4444334523480857,-0.3570741067908854,0.02364198962523986,39.96491509647746,42.08172400963877,33.40910510448203
FRB20190222C,-9999,239.18,40.03,63.82,49.81,16.5,-9999.0,16.2,522.5,29.0,524.0071,494.5,497.8,0.00197,0.00074,0.44,0.83,0,0.000676,9.3,-53.9,536.4,400.2,436.3,449262.018,448090,0.28,0,0,2021,0.4734378057802366,200.6822291472682,136.2,0.4587909970465529,2.2117715530554642e+39,1.727613786228101e+42,3.336981091538489e+35,2.719337171468329,2.7180862947830917,2.694166295933198,2.6970548922725746,-2.705533773838407,-3.1307682802690238,-0.3565473235138126,-0.08092190762392612,-3.170053304058364,2.7294887691795613,2.6022770843001926,2.63978521298682,2.3025089164586694,-0.32473706498283306,-0.3383851129402673,39.34474026803458,42.237446661026596,35.5233537458026
FRB20190222A,FRB20190222A,313.06,69.83,104.88,15.88,33.0,-9999.0,31.2,462.6,92.4,460.169,373.0,359.4,0.00885,0.000898,1.7,11.8,0,0.001839,39.1,-182.9,498.2,400.2,445.3,424328.618,417081,0.33,1,0,2021,0.33511174454309833,130.8409509652236,98.0,1.3774127952333626,1.5712671688190003e+40,3.0222790902871956e+42,3.00261263904981e+34,2.6629173583951817,2.6652056284346006,2.571708831808688,2.555578072772955,-2.0530567293021744,-3.0467236633326955,0.2304489213782739,1.0718820073061255,-2.7354182707619223,2.6974037232004875,2.6022770843001926,2.648652695131223,2.116743691960497,-0.4748103513325001,0.1390641129700753,40.19625003614039,42.480334566480536,34.47749930836477
FRB20190222D,-9999,313.9,26.57,71.38,-11.92,12.5,-9999.0,9.4,894.5,12.6,895.2976,779.7,806.6,0.00098,0.00074,0.79,0.86,0,0.000601,4.8,-6.4,800.2,400.2,583.6,441186.694,440794,0.292,0,0,2021,0.7912870868326083,716.5148347330435,400.00000000000006,0.3355129417377205,8.731494858989586e+39,1.4367540757937383e+43,3.8543063150210887e+36,2.9519674202930295,2.951580344903392,2.891927534220675,2.9066582176716,-3.0087739243075053,-3.1307682802690238,-0.10237290870955855,-0.06550154875643228,-3.2211255279972604,2.903198547042978,2.6022770843001926,2.766115283221414,2.855225186465403,-0.10166592155051658,-0.4742907231347011,39.94108860263271,43.15738243781703,36.585946226571906
FRB20190223A,-9999,64.72,87.65,124.98,25.66,300.0,290.0,13.2,389.8,20.5,389.2365,331.1,332.5,0.00393,0.00087,0.47,1.58,0,0.000763,21.8,-103.0,516.5,400.2,444.8,383741.65,383642,0.384,0,0,2021,0.28645734148762325,149.6149888150106,116.30000000000001,0.5931016718499877,1.5187953871597868e+39,5.812131479327501e+41,3.0492117798959843e+34,2.5902135587425903,2.5908418347816027,2.5199591807520685,2.5217916496391233,-2.4056074496245734,-3.0604807473813813,-0.3279021420642826,0.19865708695442263,-3.1174754620451197,2.7130703258556395,2.6022770843001926,2.6481647785740012,2.174975104448003,-0.5429400429318874,-0.2268708517646742,39.18149926944347,41.76433543014432,34.48418758889346
FRB20190223B,-9999,311.62,60.56,96.92,10.76,23.0,-9999.0,9.0,535.4,12.5,536.5143,411.8,371.8,0.00197,0.0008,0.55,0.84,0,0.000654,9.8,-10.5,800.2,400.2,638.6,445569.291,444442,0.286,0,0,2021,0.379667611681502,551.8670446726009,400.00000000000006,0.4740272181956365,2.076916600899372e+39,1.8761904899208036e+42,1.234270221409461e+35,2.7295813019372464,2.728678366850914,2.614686342282013,2.5703093854358796,-2.705533773838407,-3.0969100130080562,-0.2596373105057561,-0.07572071393811836,-3.184422251675733,2.903198547042978,2.6022770843001926,2.805228914203426,2.7418344604827887,-0.4205964496549145,-0.324196720830559,39.31741905768272,42.27327693026991,35.09141025112317
FRB20190224A,-9999,60.53,83.39,128.22,22.58,101.0,104.0,11.7,821.7,28.6,818.4,752.9,749.5,0.01671,0.00577,0.63,8.5,0,0.00204,2.6,-60.0,497.5,400.2,408.9,801208.626,800121,0.357,0,0,2021,0.7615050812631177,171.39444440690136,97.30000000000001,1.158100548047913,5.59810053561322e+40,7.308802352364489e+42,1.9938159727542037e+34,2.912965620704104,2.914713286973624,2.8767372971406644,2.874771637184298,-1.7770235501066087,-2.2388241868442686,-0.2006594505464183,0.9294189257142927,-2.6903698325741012,2.6967930850817443,2.6022770843001926,2.6116171105543358,2.2339967405595846,-0.11832719441963843,0.06374626713466626,40.748040693642466,42.86384621767299,34.29968507087352
FRB20190224B,-9999,268.24,82.57,114.73,28.76,92.0,90.0,10.0,839.5,16.2,839.3674,788.0,792.3,0.00197,0.00075,2.0,4.5,0,0.000639,2.2,-6.6,800.2,400.2,472.7,382751.887,380602,0.389,0,0,2021,0.8005144481097388,720.2057792438957,400.00000000000006,0.35489856839019035,3.7876286869662677e+40,3.0309689666478593e+43,3.7672340670847265e+36,2.923952097738175,2.9240207004740677,2.8965262174895554,2.8988896559265864,-2.705533773838407,-3.1249387366083,0.3010299956639812,0.6532125137753437,-3.1944991418415998,2.903198547042978,2.6022770843001926,2.6745856023029138,2.8574566020167484,-0.09663082529657616,-0.4498957525303857,40.578367397177665,43.48158148975509,36.57602260477593
FRB20190224C,-9999,124.05,19.78,203.48,27.2,13.0,-9999.0,18.3,495.0,30.7,497.4,437.5,429.2,0.00786,0.00948,1.37,7.9,0,0.00029,7.6,-6.1,800.2,404.7,747.4,1085203.693,1082233,0.305,0,0,2021,0.4089618259778572,557.2444021742426,395.50000000000006,0.20582530672804583,2.665841384094131e+40,6.513688835052949e+42,1.6441839096318352e+34,2.696705780933917,2.694605198933569,2.640978057358332,2.6326597132939136,-2.104577453960592,-2.0231916626619335,0.1367205671564068,0.8976270912904415,-3.537602002101044,2.903198547042978,2.6071332043915665,2.873553093513619,2.7460457144478374,-0.3883172287674909,-0.686501228715186,40.425834305594734,42.813827008074846,34.215950393782585
FRB20190224D,-9999,331.89,89.05,122.24,26.41,980.0,870.0,29.0,752.1,41.9,752.9522,696.7,698.9,0.00197,0.00072,2.75,6.1,0,0.000673,6.96,-12.3,800.2,400.2,531.6,400383.823,400058,0.357,0,0,2021,0.6990814577155666,679.6325830862268,400.00000000000006,0.39609637133281167,4.39492349829555e+40,3.3664206255883776e+43,3.117409068364926e+36,2.876767406565699,2.876275588677879,2.8430458105345693,2.8444150404738244,-2.705533773838407,-3.1426675035687315,0.43933269383026263,0.785329835010767,-3.171984935776023,2.903198547042978,2.6022770843001926,2.7255849722706946,2.8322741917322336,-0.15547221685054563,-0.40219913618029446,40.64295131978356,43.527168379007335,36.49379379440935
FRB20190224E,-9999,183.04,61.54,131.07,54.96,30.0,-9999.0,46.5,435.1,71.0,435.8612,402.8,411.4,0.00197,0.00057,2.03,4.0,0,0.000549,2.22,-8.64,762.2,400.2,454.9,442603.08,439578,0.294,0,0,2021,0.36937003841730753,495.7119539070654,362.00000000000006,0.4009142778050877,6.655507045497275e+39,4.625279858828976e+42,8.481329115932873e+35,2.6393482102062826,2.638589083292717,2.6050894618815805,2.614264287358705,-2.705533773838407,-3.2441251443275085,0.3074960379132129,0.6020599913279624,-3.260427655549908,2.8820689444361483,2.6022770843001926,2.657915936829955,2.6952293918792876,-0.4325383354192229,-0.3969484768960297,39.82318114751515,42.66513801544652,35.92846391622891
FRB20190226A,-9999,58.83,31.93,162.45,-16.49,12.8,-9999.0,10.6,600.1,32.4,601.5727,510.3,494.4,0.00098,0.00049,1.45,1.42,0,0.000453,2.21,-4.0,800.2,400.2,527.9,206740.034,204586,0.343,0,0,2021,0.4912107489377109,596.4842995750845,400.00000000000006,0.30377999911997833,4.9394550728670097e+39,7.521383325988431e+42,3.2747529726175666e+36,2.779288119291737,2.7782236267660965,2.7078255683322316,2.694078462080759,-3.0087739243075053,-3.309803919971486,0.16136800223497488,0.15228834438305647,-3.343901797987168,2.903198547042978,2.6022770843001926,2.722551662000958,2.7755990168284197,-0.308732138297553,-0.5174408234876251,39.69367903963201,42.87629772298439,36.51517854503762
FRB20190226C,-9999,17.46,26.76,128.01,-35.93,4.1,-9999.0,10.6,826.5,15.9,827.77,783.3,792.2,0.00492,0.0015,0.39,1.41,0,0.00131,6.6,-42.0,548.3,400.2,433.3,443501.09,443834,0.287,0,0,2021,0.795289057423787,265.8823094044628,148.09999999999997,0.7296875088626845,1.0736834385018761e+40,5.33158248247539e+42,1.383414938088562e+35,2.917909682670504,2.9172428579074663,2.893928126542607,2.8988348380682742,-2.30803489723264,-2.8239087409443187,-0.4089353929735008,0.14921911265537988,-2.8827287043442356,2.739018245883481,2.6022770843001926,2.636788689034375,2.4246894423198664,-0.09947499306989094,-0.1368630881428937,40.030876254196826,42.7268561323666,35.14095246087165
FRB20190227A,-9999,108.41,56.34,160.53,25.29,28.2,-9999.0,63.4,393.1,112.0,394.0388,330.6,327.8,0.00393,0.0013,3.58,12.5,0,0.001296,1.74,-2.15,800.2,400.2,599.9,477698.109,444442,0.286,0,0,2021,0.2858728602158402,514.3491440863362,400.00000000000006,1.0078756929222847,1.6137279988126607e+40,5.942940443238528e+42,1.2714774031910754e+35,2.5955389878059076,2.5945030438200893,2.519302849235429,2.51560894923448,-2.4056074496245734,-2.886056647693163,0.5538830266438743,1.0969100130080565,-2.8873949984654255,2.903198547042978,2.6022770843001926,2.778078861937455,2.7112580214742312,-0.5438270731064229,0.00340697138830604,40.2078303342462,42.77400137802828,35.10430864626035
FRB20190227B,-9999,220.54,39.8,68.95,63.82,13.6,-9999.0,9.4,331.6,15.9,331.2289,307.3,309.0,0.00098,0.00047,0.48,0.71,0,0.000403,-0.5,-0.8,800.2,400.2,400.2,222697.198,221914,0.287,0,0,2021,0.25852254861810836,503.40901944724345,400.00000000000006,0.3202167497455686,4.96600396486661e+38,4.22523580821063e+41,5.0030348866610634e+35,2.520128222324689,2.520614521878236,2.4875625602563782,2.4899584794248346,-3.0087739243075053,-3.3279021420642825,-0.3187587626244128,-0.14874165128092473,-3.3946949538588904,2.903198547042978,2.6022770843001926,2.6022770843001926,2.7019209924222696,-0.5875015712805228,-0.4945559549531978,38.69600706196019,41.62585095171101,35.69923353127269
FRB20190228A,-9999,183.48,22.9,237.34,80.51,16.0,-9999.0,37.8,439.9,109.3,419.0825,398.9,399.5,0.03047,0.01891,1.79,35.8,0,0.00225,52.6,-51.9,800.2,538.4,664.7,2258857.629,2240473,0.28,0,0,2021,0.3649010377972261,357.3310916953139,261.80000000000007,1.648471162151953,8.487409229628887e+40,5.792236832865112e+42,1.4277434852542253e+33,2.622299525992245,2.643353961976863,2.6008640363098396,2.6015167836500104,-1.5161275457773264,-1.7233084711549602,0.2528530309798932,1.5538830266438743,-2.6478174818886377,2.903198547042978,2.7311050512159203,2.822625678774141,2.5530708061947123,-0.4378249014778628,0.21708135413138735,40.92877514266033,42.76284631097632,33.154650187170134
FRB20190228B,-9999,50.01,81.94,128.12,20.61,89.0,94.0,30.5,1125.8,60.6,1115.2461,1043.9,1035.6,0.02359,0.01459,4.8,66.0,0,0.00097,5.84,-14.5,729.1,400.2,489.5,1575936.106,1566201,0.371,0,0,2021,1.0870674923939274,686.4364982483629,328.90000000000003,0.46476695340953333,1.0526326533680322e+42,1.5977566489285713e+44,1.0759377730062028e+35,3.047370713194586,3.0514612443241833,3.0186588975855178,3.0151920417628344,-1.6272720591144045,-1.8359447081065483,0.6812412373755872,1.8195439355418688,-3.0132282657337552,2.8627870982353443,2.6022770843001926,2.6897526961391565,2.8366003671577418,0.03625650881886616,-0.33276475940884187,42.02227683799514,44.203510633503946,35.03178715458176
FRB20190301B,-9999,69.5,74.08,136.85,17.71,42.0,27.0,9.3,619.5,14.9,621.333,538.5,521.9,0.00393,0.0016,0.4,0.85,0,0.00132,-1.5,-13.4,575.5,400.2,400.2,462299.822,460250,0.261,0,0,2021,0.5228460861429247,266.9549189008547,175.3,0.8667980382333355,2.54844799336431e+39,1.8263030834981793e+42,1.1112901684978308e+35,2.7933244203076355,2.792041310712082,2.7311857076340003,2.71758729685546,-2.4056074496245734,-2.795880017344075,-0.3979400086720376,-0.07058107428570728,-2.87942606879415,2.760045327965811,2.6022770843001926,2.6022770843001926,2.426437927560726,-0.28162613862127206,-0.062082080261081335,39.4062757752897,42.2615728523703,35.045827472193494
